Gene	Sample	RPKM
TSPAN16	Fetal-SI	0.0528185
TSPO	Adult-SI	258.506
TSPO	D4CF	0.751803
TSPO	ESC	2.0687
TSPO	Endo	1.48094
TSPO	Fetal-SI	15.1445
TSPYL2	Adult-SI	11.5703
TSPYL2	D4CF	7.80451
TSPYL2	ESC	11.8839
TSPYL2	Endo	11.4392
TSPYL2	Fetal-SI	7.42513
TTC24	Adult-SI	0
TTC24	D4CF	0
TTC24	ESC	0.0220117
TTC24	Endo	0
TTC24	Fetal-SI	0.0493563
TTC39A	Adult-SI	5.18152
TTC39A	D4CF	1.73623
TTC39A	ESC	2.84807
TTC39A	Endo	3.26235
TTC39A	Fetal-SI	11.634
TTC9B	Adult-SI	0.818411
TTC9B	D4CF	0.053468
TTC9B	ESC	0.0245169
TTC9B	Endo	0.0403826
TTC9B	Fetal-SI	2.53286
TTLL2	Adult-SI	0.0689695
TTLL2	D4CF	0.0186197
TTLL2	ESC	0.357034
TTLL2	Endo	0.0096539
TTLL2	Fetal-SI	0.584677
TTR	Adult-SI	5.32879
TTR	D4CF	0.0953138
TTR	ESC	0
TTR	Endo	0.0356416
TTR	Fetal-SI	929.595
TUBB2B	Adult-SI	2.90251
TUBB2B	D4CF	73.5041
TUBB2B	ESC	78.9915
TUBB2B	Endo	62.3611
TUBB2B	Fetal-SI	17.5664
UBASH3A	Adult-SI	1.07391
UBASH3A	D4CF	0
UBASH3A	ESC	0
UBASH3A	Endo	0.0246584
UBASH3A	Fetal-SI	0.197291
UBIAD1	Adult-SI	5.32432
UBIAD1	D4CF	5.22719
UBIAD1	ESC	8.06473
UBIAD1	Endo	4.08415
UBIAD1	Fetal-SI	5.45558
UBL4A	Adult-SI	29.5297
UBL4A	D4CF	9.8771
UBL4A	ESC	9.1836
UBL4A	Endo	10.8898
UBL4A	Fetal-SI	13.1037
UBXN11	Adult-SI	2.99069
UBXN11	D4CF	2.73997
UBXN11	ESC	1.3282
UBXN11	Endo	1.83147
UBXN11	Fetal-SI	11.2244
UCK1	Adult-SI	21.1209
UCK1	D4CF	14.1551
UCK1	ESC	13.5154
UCK1	Endo	11.1658
UCK1	Fetal-SI	16.0892
UGT3A1	Adult-SI	3.84124
UGT3A1	D4CF	2.17503
UGT3A1	ESC	2.44612
UGT3A1	Endo	2.51596
UGT3A1	Fetal-SI	57.8489
UGT8	Adult-SI	6.93571
UGT8	D4CF	107.321
UGT8	ESC	15.5065
UGT8	Endo	2.55097
UGT8	Fetal-SI	45.6079
UHRF1	Adult-SI	1.75708
UHRF1	D4CF	5.72747
UHRF1	ESC	2.59011
UHRF1	Endo	2.71291
UHRF1	Fetal-SI	3.6448
UPK2	Adult-SI	0.051061
UPK2	D4CF	0.135828
UPK2	ESC	0.153227
UPK2	Endo	0.145288
UPK2	Fetal-SI	0.0612599
UQCRBP1	Adult-SI	0
UQCRBP1	D4CF	28.677
UQCRBP1	ESC	27.566
UQCRBP1	Endo	30.8019
UQCRBP1	Fetal-SI	20.0431
UROS	Adult-SI	26.4754
UROS	D4CF	28.1379
UROS	ESC	21.6174
UROS	Endo	23.0565
UROS	Fetal-SI	15.9973
USP54	Adult-SI	3.83562
USP54	D4CF	11.604
USP54	ESC	11.2331
USP54	Endo	20.7823
USP54	Fetal-SI	11.8855
VENTX	Adult-SI	0.183883
VENTX	D4CF	1.12338
VENTX	ESC	0.827536
VENTX	Endo	6.31701
VENTX	Fetal-SI	0.231263
VSNL1	Adult-SI	0
VSNL1	D4CF	1.88766
VSNL1	ESC	54.2291
VSNL1	Endo	0.945719
VSNL1	Fetal-SI	0.185381
VSTM2B	Adult-SI	0.0357155
VSTM2B	D4CF	0.12204
VSTM2B	ESC	0.320251
VSTM2B	Endo	0.0912521
VSTM2B	Fetal-SI	3.9688
VWA5B2	Adult-SI	0.978525
VWA5B2	D4CF	0.0288208
VWA5B2	ESC	0.0443456
VWA5B2	Endo	0.021879
VWA5B2	Fetal-SI	4.56742
VWCE	Adult-SI	1.2142
VWCE	D4CF	2.40808
VWCE	ESC	2.4341
VWCE	Endo	1.33093
VWCE	Fetal-SI	0.464683
WBSCR28	Adult-SI	0.458453
WBSCR28	D4CF	0
WBSCR28	ESC	0
WBSCR28	Endo	0
WBSCR28	Fetal-SI	0
WNT11	Adult-SI	3.70611
WNT11	D4CF	0.219305
WNT11	ESC	0.0297259
WNT11	Endo	0.0392047
WNT11	Fetal-SI	1.48396
WNT5B	Adult-SI	1.75656
WNT5B	D4CF	36.6647
WNT5B	ESC	0.395399
WNT5B	Endo	0.287275
WNT5B	Fetal-SI	2.82386
WSCD2	Adult-SI	0.315695
WSCD2	D4CF	0.161724
WSCD2	ESC	0.706956
WSCD2	Endo	0.778349
WSCD2	Fetal-SI	3.48968
XAGE3	Adult-SI	0
XAGE3	D4CF	0
XAGE3	ESC	0
XAGE3	Endo	0
XAGE3	Fetal-SI	0
YKT6	Adult-SI	59.1402
YKT6	D4CF	32.932
YKT6	ESC	44.6326
YKT6	Endo	49.1321
YKT6	Fetal-SI	22.0759
ZBTB39	Adult-SI	1.41496
ZBTB39	D4CF	14.5713
ZBTB39	ESC	12.1145
ZBTB39	Endo	9.9843
ZBTB39	Fetal-SI	3.70787
ZBTB42	Adult-SI	4.96957
ZBTB42	D4CF	0.562403
ZBTB42	ESC	0.51508
ZBTB42	Endo	1.30362
ZBTB42	Fetal-SI	3.60804
ZCCHC12	Adult-SI	0.761374
ZCCHC12	D4CF	0.679649
ZCCHC12	ESC	0.696256
ZCCHC12	Endo	1.76617
ZCCHC12	Fetal-SI	3.43194
ZFP62	Adult-SI	6.26488
ZFP62	D4CF	20.3733
ZFP62	ESC	10.877
ZFP62	Endo	8.11927
ZFP62	Fetal-SI	15.4609
ZNF302	Adult-SI	10.9507
ZNF302	D4CF	21.9893
ZNF302	ESC	17.7999
ZNF302	Endo	20.1332
ZNF302	Fetal-SI	18.1816
ZNF331	Adult-SI	2.41097
ZNF331	D4CF	12.1931
ZNF331	ESC	29.7157
ZNF331	Endo	14.1707
ZNF331	Fetal-SI	5.84831
ZNF358	Adult-SI	64.1332
ZNF358	D4CF	10.0368
ZNF358	ESC	8.80557
ZNF358	Endo	9.87729
ZNF358	Fetal-SI	38.4618
ZNF37BP	Adult-SI	1.3405
ZNF37BP	D4CF	2.6545
ZNF37BP	ESC	3.86465
ZNF37BP	Endo	3.94618
ZNF37BP	Fetal-SI	3.20668
ZNF385B	Adult-SI	0.015272
ZNF385B	D4CF	0.24925
ZNF385B	ESC	2.0597
ZNF385B	Endo	0.670611
ZNF385B	Fetal-SI	0.78637
ZNF43	Adult-SI	2.03394
ZNF43	D4CF	14.7814
ZNF43	ESC	12.5463
ZNF43	Endo	15.7738
ZNF43	Fetal-SI	5.16918
ZNF467	Adult-SI	3.62565
ZNF467	D4CF	0.47518
ZNF467	ESC	0.0469571
ZNF467	Endo	0.430118
ZNF467	Fetal-SI	3.53701
ZNF503-AS2	Adult-SI	1.75641
ZNF503-AS2	D4CF	2.3019
ZNF503-AS2	ESC	0.00877836
ZNF503-AS2	Endo	0.296918
ZNF503-AS2	Fetal-SI	1.0642
ZNF546	Adult-SI	0.734612
ZNF546	D4CF	0.995203
ZNF546	ESC	0.987096
ZNF546	Endo	0.924113
ZNF546	Fetal-SI	0.984501
ZNF584	Adult-SI	3.68406
ZNF584	D4CF	8.29563
ZNF584	ESC	1.9329
ZNF584	Endo	2.71561
ZNF584	Fetal-SI	2.46236
ZNF626	Adult-SI	0.926795
ZNF626	D4CF	10.574
ZNF626	ESC	6.58717
ZNF626	Endo	10.0249
ZNF626	Fetal-SI	7.55585
ZNF713	Adult-SI	0.503842
ZNF713	D4CF	2.74553
ZNF713	ESC	1.85289
ZNF713	Endo	2.79127
ZNF713	Fetal-SI	2.12939
ZNF768	Adult-SI	47.2898
ZNF768	D4CF	16.4772
ZNF768	ESC	11.3322
ZNF768	Endo	13.863
ZNF768	Fetal-SI	28.9075
ZNF785	Adult-SI	2.4335
ZNF785	D4CF	1.27632
ZNF785	ESC	1.59975
ZNF785	Endo	2.08278
ZNF785	Fetal-SI	7.05922
ZNRF2P1	Adult-SI	0.466241
ZNRF2P1	D4CF	0.0295277
ZNRF2P1	ESC	0.0324943
ZNRF2P1	Endo	0.014101
ZNRF2P1	Fetal-SI	0.716606
ZNRF3	Adult-SI	2.85385
ZNRF3	D4CF	7.87408
ZNRF3	ESC	4.43194
ZNRF3	Endo	3.99092
ZNRF3	Fetal-SI	4.79367
ZSCAN1	Adult-SI	0.0399329
ZSCAN1	D4CF	0.0802771
ZSCAN1	ESC	0.0525381
ZSCAN1	Endo	0.252376
ZSCAN1	Fetal-SI	0.258043
ZSWIM1	Adult-SI	4.31573
ZSWIM1	D4CF	4.47723
ZSWIM1	ESC	6.23707
ZSWIM1	Endo	3.42258
ZSWIM1	Fetal-SI	8.0046
