Gene	Sample	RPKM
SAP130	Fetal-SI	15.3404
SATB2	Adult-SI	2.06228
SATB2	D4CF	5.16501
SATB2	ESC	1.44417
SATB2	Endo	0.701533
SATB2	Fetal-SI	20.4618
SATL1	Adult-SI	0
SATL1	D4CF	0
SATL1	ESC	0.0214375
SATL1	Endo	0.0423517
SATL1	Fetal-SI	0.0379795
SCOC	Adult-SI	84.1903
SCOC	D4CF	80.9497
SCOC	ESC	47.3629
SCOC	Endo	71.3475
SCOC	Fetal-SI	37.5055
SDF2L1	Adult-SI	63.0483
SDF2L1	D4CF	3.69936
SDF2L1	ESC	9.97872
SDF2L1	Endo	6.57779
SDF2L1	Fetal-SI	21.7424
SDR42E1	Adult-SI	6.3277
SDR42E1	D4CF	0.0198377
SDR42E1	ESC	0.0137233
SDR42E1	Endo	0.0223589
SDR42E1	Fetal-SI	6.58883
SDR9C7	Adult-SI	0.0236888
SDR9C7	D4CF	0.0105546
SDR9C7	ESC	0.100522
SDR9C7	Endo	0.0165309
SDR9C7	Fetal-SI	0.0269091
SELPLG	Adult-SI	3.53657
SELPLG	D4CF	0.0230115
SELPLG	ESC	0.0150277
SELPLG	Endo	0.0824896
SELPLG	Fetal-SI	2.82889
SEMA3F	Adult-SI	7.56459
SEMA3F	D4CF	5.58399
SEMA3F	ESC	4.38451
SEMA3F	Endo	4.90027
SEMA3F	Fetal-SI	3.94755
SEMA4A	Adult-SI	0.663087
SEMA4A	D4CF	0.355725
SEMA4A	ESC	3.70938
SEMA4A	Endo	3.37174
SEMA4A	Fetal-SI	3.77267
SEPN1	Adult-SI	14.2701
SEPN1	D4CF	22.3903
SEPN1	ESC	28.8619
SEPN1	Endo	23.634
SEPN1	Fetal-SI	26.0011
SEPT9	Adult-SI	99.8569
SEPT9	D4CF	75.7305
SEPT9	ESC	53.395
SEPT9	Endo	43.2899
SEPT9	Fetal-SI	81.9811
SERF1A	Adult-SI	0
SERF1A	Adult-SI	0.0217443
SERF1A	D4CF	0.263665
SERF1A	D4CF	0.483115
SERF1A	ESC	0.27266
SERF1A	ESC	0.565417
SERF1A	Endo	0.144027
SERF1A	Endo	0.575132
SERF1A	Fetal-SI	0.0915516
SERF1A	Fetal-SI	0.0936436
SERPINA5	Adult-SI	1.08905
SERPINA5	D4CF	2.34536
SERPINA5	ESC	1.27459
SERPINA5	Endo	0.711745
SERPINA5	Fetal-SI	3.75537
SERPINA6	Adult-SI	0.0287524
SERPINA6	D4CF	0
SERPINA6	ESC	0
SERPINA6	Endo	0.0724801
SERPINA6	Fetal-SI	1.16996
SFTA2	Adult-SI	0
SFTA2	Adult-SI	3.40046
SFTA2	D4CF	0
SFTA2	ESC	0
SFTA2	Endo	0
SFTA2	Fetal-SI	0
SFTA2	Fetal-SI	1.20856
SGK494	Adult-SI	0.871047
SGK494	D4CF	2.30096
SGK494	ESC	6.16051
SGK494	Endo	6.1616
SGK494	Fetal-SI	2.46267
SGSM1	Adult-SI	0.818386
SGSM1	D4CF	0.271061
SGSM1	ESC	1.071
SGSM1	Endo	0.156511
SGSM1	Fetal-SI	5.52702
SGSM3	Adult-SI	37.1501
SGSM3	D4CF	6.86446
SGSM3	ESC	6.74005
SGSM3	Endo	8.38769
SGSM3	Fetal-SI	20.9253
SGTA	Adult-SI	66.1789
SGTA	D4CF	15.2476
SGTA	ESC	16.6776
SGTA	Endo	15.3285
SGTA	Fetal-SI	19.5354
SH3BP2	Adult-SI	8.60863
SH3BP2	D4CF	2.67551
SH3BP2	ESC	5.58626
SH3BP2	Endo	6.05895
SH3BP2	Fetal-SI	7.20775
SH3GL1	Adult-SI	83.3546
SH3GL1	D4CF	9.94631
SH3GL1	ESC	11.6667
SH3GL1	Endo	10.2854
SH3GL1	Fetal-SI	62.4335
SHF	Adult-SI	8.45924
SHF	D4CF	6.88834
SHF	ESC	5.04819
SHF	Endo	4.37172
SHF	Fetal-SI	4.58392
SI	Adult-SI	174.915
SI	D4CF	0.00543238
SI	ESC	0
SI	Endo	0
SI	Fetal-SI	177.543
SIGLEC16	Adult-SI	0.263394
SIGLEC16	D4CF	0.0755479
SIGLEC16	ESC	0.0395726
SIGLEC16	Endo	0.0515886
SIGLEC16	Fetal-SI	1.37872
SIGLEC9	Adult-SI	1.28284
SIGLEC9	D4CF	0
SIGLEC9	ESC	0.0336672
SIGLEC9	Endo	0
SIGLEC9	Fetal-SI	0.604783
SIVA1	Adult-SI	112.939
SIVA1	D4CF	4.41703
SIVA1	ESC	7.16598
SIVA1	Endo	3.72783
SIVA1	Fetal-SI	54.4158
SKI	Adult-SI	9.10262
SKI	D4CF	13.056
SKI	ESC	22.6952
SKI	Endo	23.3004
SKI	Fetal-SI	26.4133
SLA	Adult-SI	6.74589
SLA	D4CF	0.0483044
SLA	ESC	0.559832
SLA	Endo	0.00796279
SLA	Fetal-SI	3.39467
SLAIN1	Adult-SI	1.6479
SLAIN1	D4CF	14.417
SLAIN1	ESC	19.2162
SLAIN1	Endo	13.9939
SLAIN1	Fetal-SI	3.25745
SLC14A1	Adult-SI	0.283511
SLC14A1	D4CF	0.00930528
SLC14A1	ESC	0.0601406
SLC14A1	Endo	0
SLC14A1	Fetal-SI	0.210094
SLC15A5	Adult-SI	0
SLC15A5	D4CF	0.0199648
SLC15A5	ESC	0.0116666
SLC15A5	Endo	0.0343343
SLC15A5	Fetal-SI	0.0077983
SLC16A10	Adult-SI	3.19867
SLC16A10	D4CF	3.45657
SLC16A10	ESC	3.77953
SLC16A10	Endo	1.64088
SLC16A10	Fetal-SI	6.85881
SLC16A4	Adult-SI	4.66839
SLC16A4	D4CF	0.744572
SLC16A4	ESC	0.731124
SLC16A4	Endo	0.805266
SLC16A4	Fetal-SI	17.7619
SLC17A1	Adult-SI	0
SLC17A1	D4CF	0
SLC17A1	ESC	0
SLC17A1	Endo	0
SLC17A1	Fetal-SI	0.132663
SLC17A2	Adult-SI	0
SLC17A2	D4CF	0
SLC17A2	ESC	0
SLC17A2	Endo	0
SLC17A2	Fetal-SI	0.0281109
SLC22A1	Adult-SI	0.475041
SLC22A1	D4CF	0.0552258
SLC22A1	ESC	0.21296
SLC22A1	Endo	0.346466
SLC22A1	Fetal-SI	0.267602
SLC22A2	Adult-SI	0
SLC22A2	D4CF	0
SLC22A2	ESC	0.402634
SLC22A2	Endo	0.312619
SLC22A2	Fetal-SI	0.0276131
SLC22A7	Adult-SI	0
SLC22A7	D4CF	0.00726335
SLC22A7	ESC	0.128973
SLC22A7	Endo	0
SLC22A7	Fetal-SI	0.153809
SLC25A25	Adult-SI	29.5842
SLC25A25	D4CF	2.94286
SLC25A25	ESC	4.57115
SLC25A25	Endo	5.03759
SLC25A25	Fetal-SI	9.06015
SLC25A44	Adult-SI	16.0124
SLC25A44	D4CF	7.41317
SLC25A44	ESC	13.3499
SLC25A44	Endo	21.3582
SLC25A44	Fetal-SI	16.9432
SLC27A2	Adult-SI	6.4336
SLC27A2	D4CF	2.1678
SLC27A2	ESC	6.74811
SLC27A2	Endo	1.4307
SLC27A2	Fetal-SI	38.5616
SLC28A2	Adult-SI	18.4733
SLC28A2	D4CF	0.00779392
SLC28A2	ESC	0.00693515
SLC28A2	Endo	0.114187
SLC28A2	Fetal-SI	13.3174
SLC29A1	Adult-SI	7.2439
SLC29A1	D4CF	56.7997
SLC29A1	ESC	83.6293
SLC29A1	Endo	24.7876
SLC29A1	Fetal-SI	25.2722
SLC29A4	Adult-SI	2.11573
SLC29A4	D4CF	1.61513
SLC29A4	ESC	1.03312
SLC29A4	Endo	0.773203
SLC29A4	Fetal-SI	16.9027
SLC2A4RG	Adult-SI	8.34249
SLC2A4RG	D4CF	4.30011
SLC2A4RG	ESC	2.08061
SLC2A4RG	Endo	4.9615
SLC2A4RG	Fetal-SI	21.5382
SLC35B1	Adult-SI	74.9937
SLC35B1	D4CF	43.2567
SLC35B1	ESC	48.515
SLC35B1	Endo	68.6156
SLC35B1	Fetal-SI	28.092
SLC36A1	Adult-SI	22.2921
SLC36A1	D4CF	7.11574
SLC36A1	ESC	5.77876
SLC36A1	Endo	17.2783
SLC36A1	Fetal-SI	27.3998
SLC37A1	Adult-SI	36.1379
SLC37A1	D4CF	0.826933
SLC37A1	ESC	7.13656
SLC37A1	Endo	1.36091
SLC37A1	Fetal-SI	14.3672
SLC38A3	Adult-SI	0.823565
SLC38A3	D4CF	0.210198
SLC38A3	ESC	0.155876
SLC38A3	Endo	0.0640344
SLC38A3	Fetal-SI	0.814024
SLC45A1	Adult-SI	0.436729
SLC45A1	D4CF	0.0493098
SLC45A1	ESC	0.341895
SLC45A1	Endo	0.0285014
SLC45A1	Fetal-SI	1.20494
SLC47A1	Adult-SI	0.107858
SLC47A1	D4CF	0.967892
SLC47A1	ESC	0.715361
SLC47A1	Endo	1.67848
SLC47A1	Fetal-SI	1.28909
SLC4A9	Adult-SI	0
SLC4A9	D4CF	0
SLC4A9	ESC	0.087774
SLC4A9	Endo	0.0168274
SLC4A9	Fetal-SI	0.0143598
SLC5A2	Adult-SI	0.183918
SLC5A2	D4CF	0
SLC5A2	ESC	0.0587984
SLC5A2	Endo	0
SLC5A2	Fetal-SI	3.08238
SLC6A10P	Adult-SI	0
SLC6A10P	D4CF	0
SLC6A10P	ESC	0
SLC6A10P	Endo	0
SLC6A10P	Fetal-SI	0
SLC6A15	Adult-SI	0.274491
SLC6A15	D4CF	13.1555
SLC6A15	ESC	12.8607
SLC6A15	Endo	2.00703
SLC6A15	Fetal-SI	0.807227
SLC6A8	Adult-SI	43.3746
SLC6A8	D4CF	6.09993
SLC6A8	ESC	14.4298
SLC6A8	Endo	8.80054
SLC6A8	Fetal-SI	45.3685
SLC6A9	Adult-SI	4.1338
SLC6A9	D4CF	1.85042
SLC6A9	ESC	3.29112
SLC6A9	Endo	3.00044
SLC6A9	Fetal-SI	1.76479
SLC7A10	Adult-SI	0.320266
SLC7A10	D4CF	0.0120793
SLC7A10	ESC	0.681548
SLC7A10	Endo	0.0972078
SLC7A10	Fetal-SI	4.52535
SLCO2B1	Adult-SI	19.1506
SLCO2B1	D4CF	0.0138153
SLCO2B1	ESC	0.0326105
SLCO2B1	Endo	0.0112526
SLCO2B1	Fetal-SI	40.1329
SMAD3	Adult-SI	15.278
SMAD3	D4CF	16.5239
SMAD3	ESC	4.39542
SMAD3	Endo	2.94777
SMAD3	Fetal-SI	13.9475
SMAP2	Adult-SI	23.1473
SMAP2	D4CF	13.7965
SMAP2	ESC	3.9755
SMAP2	Endo	11.7658
SMAP2	Fetal-SI	11.519
SMCR5	Adult-SI	0.028044
SMCR5	D4CF	0
SMCR5	ESC	0.0300327
SMCR5	Endo	0.0248011
SMCR5	Fetal-SI	0.0906243
SMTNL2	Adult-SI	0.362489
SMTNL2	D4CF	1.92806
SMTNL2	ESC	0.96418
SMTNL2	Endo	0.13884
SMTNL2	Fetal-SI	3.077
SNAI3	Adult-SI	1.51873
SNAI3	D4CF	0.0817483
SNAI3	ESC	1.4634
SNAI3	Endo	0.113924
SNAI3	Fetal-SI	0.590897
SNAP25	Adult-SI	4.14706
SNAP25	D4CF	4.71793
SNAP25	ESC	0.675758
SNAP25	Endo	0.227433
SNAP25	Fetal-SI	10.5806
SNAPC4	Adult-SI	6.10954
SNAPC4	D4CF	2.11044
SNAPC4	ESC	3.38155
SNAPC4	Endo	3.79473
SNAPC4	Fetal-SI	5.42849
SNORA10	Adult-SI	0
SNORA10	D4CF	2.81875
SNORA10	ESC	23.2961
SNORA10	Endo	20.6731
SNORA10	Fetal-SI	22.3777
SNORA58	Adult-SI	0
SNORA58	D4CF	0
SNORA58	ESC	1.14994
SNORA58	Endo	0.426095
SNORA58	Fetal-SI	0
SNORA64	Adult-SI	0
SNORA64	D4CF	44.2559
SNORA64	ESC	105.501
SNORA64	Endo	126.203
SNORA64	Fetal-SI	30.7592
SNORD65	Adult-SI	0
SNORD65	D4CF	1441.29
SNORD65	ESC	3187.75
SNORD65	Endo	1379.08
SNORD65	Fetal-SI	326.809
SNORD68	Adult-SI	0
SNORD68	D4CF	99.0686
SNORD68	ESC	1018.88
SNORD68	Endo	402.832
SNORD68	Fetal-SI	156.326
SNTN	Adult-SI	0.0268204
SNTN	D4CF	0
SNTN	ESC	0.060485
SNTN	Endo	0.0338241
SNTN	Fetal-SI	0.0658708
SNX22	Adult-SI	0.504045
SNX22	D4CF	0.816415
SNX22	ESC	1.57047
SNX22	Endo	0.914362
SNX22	Fetal-SI	0.570541
SNX29P2	Adult-SI	0.458189
SNX29P2	D4CF	0.0123702
SNX29P2	ESC	0.0186143
SNX29P2	Endo	0
SNX29P2	Fetal-SI	0.404199
SNX8	Adult-SI	9.54431
SNX8	D4CF	2.14696
SNX8	ESC	2.71182
SNX8	Endo	1.84613
SNX8	Fetal-SI	9.8647
SOBP	Adult-SI	0.667643
SOBP	D4CF	2.341
SOBP	ESC	1.15212
SOBP	Endo	0.321254
SOBP	Fetal-SI	2.10238
SOST	Adult-SI	0
SOST	D4CF	0.14334
SOST	ESC	0.243633
SOST	Endo	0.166527
SOST	Fetal-SI	0.0216612
SOX10	Adult-SI	1.16525
SOX10	D4CF	0.1102
SOX10	ESC	0.461366
SOX10	Endo	2.22801
SOX10	Fetal-SI	4.95191
SOX11	Adult-SI	0.0172724
SOX11	D4CF	29.1567
SOX11	ESC	15.2764
SOX11	Endo	19.0844
SOX11	Fetal-SI	2.50731
SOX6	Adult-SI	5.28224
SOX6	D4CF	1.10393
SOX6	ESC	0.0406868
SOX6	Endo	0.27157
SOX6	Fetal-SI	11.188
SPACA1	Adult-SI	0
SPACA1	D4CF	0.0127226
SPACA1	ESC	0.0120976
SPACA1	Endo	0
SPACA1	Fetal-SI	0
SPATA25	Adult-SI	1.98253
SPATA25	D4CF	0.111008
SPATA25	ESC	0.6159
SPATA25	Endo	0.302853
SPATA25	Fetal-SI	9.23354
SPATS2L	Adult-SI	21.9504
SPATS2L	D4CF	4.61851
SPATS2L	ESC	28.9228
SPATS2L	Endo	15.537
SPATS2L	Fetal-SI	16.1485
SPC24	Adult-SI	1.33785
SPC24	D4CF	7.40109
SPC24	ESC	5.24878
SPC24	Endo	5.07137
SPC24	Fetal-SI	5.67485
SPECC1L	Adult-SI	10.1438
SPECC1L	D4CF	19.1398
SPECC1L	ESC	14.7605
SPECC1L	Endo	15.5922
SPECC1L	Fetal-SI	14.6232
SPEF1	Adult-SI	0.0267617
SPEF1	D4CF	0.0476354
SPEF1	ESC	0.0286645
SPEF1	Endo	0.116282
SPEF1	Fetal-SI	0.052819
SPIB	Adult-SI	20.3864
SPIB	D4CF	0.0372529
SPIB	ESC	2.30691
SPIB	Endo	0.169189
SPIB	Fetal-SI	7.27777
SPOCD1	Adult-SI	0.210933
SPOCD1	D4CF	0.0549896
SPOCD1	ESC	0.131712
SPOCD1	Endo	0.112406
SPOCD1	Fetal-SI	0.240943
SPRED3	Adult-SI	0
SPRED3	D4CF	0.976548
SPRED3	ESC	1.01497
SPRED3	Endo	1.00999
SPRED3	Fetal-SI	0.61161
SPRR1A	Adult-SI	3.03791
SPRR1A	D4CF	0
SPRR1A	ESC	0
SPRR1A	Endo	0
SPRR1A	Fetal-SI	0
SPSB4	Adult-SI	0.0836802
SPSB4	D4CF	3.96432
SPSB4	ESC	5.93531
SPSB4	Endo	2.69444
SPSB4	Fetal-SI	0.902373
SRP68	Adult-SI	30.7342
SRP68	D4CF	59.4972
SRP68	ESC	55.2585
SRP68	Endo	50.5889
SRP68	Fetal-SI	28.5269
SSPO	Adult-SI	0.232606
SSPO	D4CF	0.0153761
SSPO	ESC	0.0081476
SSPO	Endo	0.0695634
SSPO	Fetal-SI	0.370334
SSR2	Adult-SI	190.261
SSR2	D4CF	287.218
SSR2	ESC	190.367
SSR2	Endo	229.544
SSR2	Fetal-SI	153.238
SSTR2	Adult-SI	1.08179
SSTR2	D4CF	0.772096
SSTR2	ESC	3.42196
SSTR2	Endo	3.68131
SSTR2	Fetal-SI	1.89199
ST18	Adult-SI	0.229988
ST18	D4CF	0.104843
ST18	ESC	0.00793287
ST18	Endo	0
ST18	Fetal-SI	0.762837
ST3GAL4	Adult-SI	3.67806
ST3GAL4	D4CF	7.94902
ST3GAL4	ESC	7.14758
ST3GAL4	Endo	5.54801
ST3GAL4	Fetal-SI	3.2372
ST6GAL1	Adult-SI	7.58373
ST6GAL1	D4CF	33.9133
ST6GAL1	ESC	43.1436
ST6GAL1	Endo	25.8159
ST6GAL1	Fetal-SI	89.7832
ST6GALNAC4	Adult-SI	25.0595
ST6GALNAC4	D4CF	1.18562
ST6GALNAC4	ESC	2.27889
ST6GALNAC4	Endo	0.352521
ST6GALNAC4	Fetal-SI	6.80291
ST8SIA3	Adult-SI	0.259022
ST8SIA3	D4CF	1.08549
ST8SIA3	ESC	2.27165
ST8SIA3	Endo	1.05405
ST8SIA3	Fetal-SI	0.84719
STAR	Adult-SI	0.986989
STAR	D4CF	0.536727
STAR	ESC	0.643194
STAR	Endo	0.415938
STAR	Fetal-SI	0.617899
STARD3	Adult-SI	32.0171
STARD3	D4CF	7.09279
STARD3	ESC	10.0347
STARD3	Endo	9.30814
STARD3	Fetal-SI	15.7773
STMN2	Adult-SI	34.3426
STMN2	D4CF	48.4506
STMN2	ESC	30.928
STMN2	Endo	48.3793
STMN2	Fetal-SI	52.7229
STXBP1	Adult-SI	4.21622
STXBP1	D4CF	8.83054
STXBP1	ESC	15.339
STXBP1	Endo	4.63776
STXBP1	Fetal-SI	12.8976
SUCNR1	Adult-SI	0.392718
SUCNR1	D4CF	0
SUCNR1	ESC	0
SUCNR1	Endo	0
SUCNR1	Fetal-SI	0.212624
SUOX	Adult-SI	11.8645
SUOX	D4CF	8.4879
SUOX	ESC	11.6431
SUOX	Endo	17.1629
SUOX	Fetal-SI	21.0327
SVOPL	Adult-SI	0
SVOPL	D4CF	0.22236
SVOPL	ESC	0.692406
SVOPL	Endo	0.316237
SVOPL	Fetal-SI	2.72837
SYCP3	Adult-SI	1.33585
SYCP3	D4CF	0.131574
SYCP3	ESC	0.236393
SYCP3	Endo	0.223413
SYCP3	Fetal-SI	3.47084
SYTL2	Adult-SI	13.3893
SYTL2	D4CF	1.43439
SYTL2	ESC	4.27398
SYTL2	Endo	1.11266
SYTL2	Fetal-SI	24.8283
TAS2R38	Adult-SI	0
TAS2R38	D4CF	0.017546
TAS2R38	ESC	0.124621
TAS2R38	Endo	0
TAS2R38	Fetal-SI	0.0969505
TBC1D22A	Adult-SI	16.7637
TBC1D22A	D4CF	3.18262
TBC1D22A	ESC	2.71502
TBC1D22A	Endo	3.18755
TBC1D22A	Fetal-SI	9.06576
TBC1D24	Adult-SI	1.44366
TBC1D24	D4CF	1.83032
TBC1D24	ESC	2.2394
TBC1D24	Endo	2.74303
TBC1D24	Fetal-SI	5.50106
TCF7L1	Adult-SI	2.14368
TCF7L1	D4CF	8.33134
TCF7L1	ESC	57.0659
TCF7L1	Endo	31.351
TCF7L1	Fetal-SI	10.3879
TCFL5	Adult-SI	4.6166
TCFL5	D4CF	10.6693
TCFL5	ESC	11.1673
TCFL5	Endo	8.7638
TCFL5	Fetal-SI	2.73662
TDO2	Adult-SI	2.19101
TDO2	D4CF	2.94213
TDO2	ESC	0.089755
TDO2	Endo	0.0970494
TDO2	Fetal-SI	5.92078
TEAD3	Adult-SI	15.3928
TEAD3	D4CF	7.12479
TEAD3	ESC	8.95098
TEAD3	Endo	13.9568
TEAD3	Fetal-SI	21.8976
TET1	Adult-SI	0.176767
TET1	D4CF	19.4519
TET1	ESC	16.052
TET1	Endo	15.0363
TET1	Fetal-SI	2.14914
TEX30	Adult-SI	10.8338
TEX30	D4CF	17.6415
TEX30	ESC	13.3265
TEX30	Endo	8.82895
TEX30	Fetal-SI	6.42339
TFDP1	Adult-SI	35.4338
TFDP1	D4CF	55.3447
TFDP1	ESC	47.8419
TFDP1	Endo	43.2813
TFDP1	Fetal-SI	25.2402
TGM3	Adult-SI	1.76892
TGM3	D4CF	0.0897569
TGM3	ESC	0.0618284
TGM3	Endo	0.0377496
TGM3	Fetal-SI	0.287806
THEM4	Adult-SI	2.69789
THEM4	D4CF	2.90505
THEM4	ESC	3.51935
THEM4	Endo	2.91946
THEM4	Fetal-SI	3.0273
THOP1	Adult-SI	38.9213
THOP1	D4CF	16.8212
THOP1	ESC	14.8933
THOP1	Endo	12.0445
THOP1	Fetal-SI	9.17963
TIE1	Adult-SI	5.29538
TIE1	D4CF	0.517546
TIE1	ESC	0.146467
TIE1	Endo	0.0317342
TIE1	Fetal-SI	5.68902
TIPIN	Adult-SI	1.48569
TIPIN	D4CF	25.9164
TIPIN	ESC	26.0356
TIPIN	Endo	26.3428
TIPIN	Fetal-SI	2.59406
TLX2	Adult-SI	1.54814
TLX2	D4CF	0
TLX2	ESC	0.028393
TLX2	Endo	0
TLX2	Fetal-SI	5.39092
TMCO2	Adult-SI	0
TMCO2	D4CF	0.0318119
TMCO2	ESC	0
TMCO2	Endo	0.0520031
TMCO2	Fetal-SI	0
TMCO3	Adult-SI	13.6598
TMCO3	D4CF	19.9934
TMCO3	ESC	19.9475
TMCO3	Endo	24.671
TMCO3	Fetal-SI	25.9749
TMEM101	Adult-SI	22.6649
TMEM101	D4CF	19.5565
TMEM101	ESC	8.21959
TMEM101	Endo	7.33908
TMEM101	Fetal-SI	22.1685
TMEM104	Adult-SI	2.6504
TMEM104	D4CF	1.46515
TMEM104	ESC	3.11575
TMEM104	Endo	3.85972
TMEM104	Fetal-SI	4.30479
TMEM125	Adult-SI	70.2715
TMEM125	D4CF	0.471715
TMEM125	ESC	7.73836
TMEM125	Endo	1.35782
TMEM125	Fetal-SI	21.3627
TMEM130	Adult-SI	1.2587
TMEM130	D4CF	0.224435
TMEM130	ESC	0.928096
TMEM130	Endo	0.0592961
TMEM130	Fetal-SI	2.34771
TMEM17	Adult-SI	0.618074
TMEM17	D4CF	2.01
TMEM17	ESC	1.52
TMEM17	Endo	1.40628
TMEM17	Fetal-SI	1.54991
TMEM171	Adult-SI	17.1413
TMEM171	D4CF	0.251059
TMEM171	ESC	0.577832
TMEM171	Endo	0.107711
TMEM171	Fetal-SI	8.60127
TMEM179	Adult-SI	0.208621
TMEM179	D4CF	0.0330199
TMEM179	ESC	0.060099
TMEM179	Endo	0.132383
TMEM179	Fetal-SI	0.667466
TMEM196	Adult-SI	0.295829
TMEM196	D4CF	0.160058
TMEM196	ESC	0.195804
TMEM196	Endo	0.00660524
TMEM196	Fetal-SI	0.384679
TMEM43	Adult-SI	22.2675
TMEM43	D4CF	18.6558
TMEM43	ESC	17.6749
TMEM43	Endo	32.8212
TMEM43	Fetal-SI	18.64
TMEM52	Adult-SI	2.97791
TMEM52	D4CF	0.830542
TMEM52	ESC	2.82313
TMEM52	Endo	1.04721
TMEM52	Fetal-SI	18.7468
TMEM63C	Adult-SI	0.32565
TMEM63C	D4CF	0.210584
TMEM63C	ESC	0.882995
TMEM63C	Endo	0.175173
TMEM63C	Fetal-SI	6.02055
TMEM68	Adult-SI	10.1147
TMEM68	D4CF	29.0618
TMEM68	ESC	15.0276
TMEM68	Endo	12.7205
TMEM68	Fetal-SI	8.81696
TMEM89	Adult-SI	2.25624
TMEM89	D4CF	0
TMEM89	ESC	0.0718142
TMEM89	Endo	0.231103
TMEM89	Fetal-SI	0.513735
TMEM8A	Adult-SI	43.2502
TMEM8A	D4CF	3.93846
TMEM8A	ESC	7.20651
TMEM8A	Endo	7.39069
TMEM8A	Fetal-SI	28.8906
TMEM92	Adult-SI	26.054
TMEM92	D4CF	1.98257
TMEM92	ESC	4.33374
TMEM92	Endo	4.57521
TMEM92	Fetal-SI	14.9056
TMIGD1	Adult-SI	0.820506
TMIGD1	D4CF	0
TMIGD1	ESC	0
TMIGD1	Endo	0
TMIGD1	Fetal-SI	43.8006
TMPRSS3	Adult-SI	4.17743
TMPRSS3	D4CF	0
TMPRSS3	ESC	0.204918
TMPRSS3	Endo	0
TMPRSS3	Fetal-SI	1.53678
TMPRSS6	Adult-SI	1.35237
TMPRSS6	D4CF	0.0330006
TMPRSS6	ESC	0.077972
TMPRSS6	Endo	0.0646898
TMPRSS6	Fetal-SI	1.82598
TMPRSS7	Adult-SI	0.699051
TMPRSS7	D4CF	0
TMPRSS7	ESC	0.00776533
TMPRSS7	Endo	0.0111924
TMPRSS7	Fetal-SI	0.105647
TMSB15A	Adult-SI	0.325566
TMSB15A	D4CF	351.262
TMSB15A	ESC	167.559
TMSB15A	Endo	114.935
TMSB15A	Fetal-SI	10.0504
TNIP3	Adult-SI	0.202388
TNIP3	D4CF	0.0205196
TNIP3	ESC	0.0113231
TNIP3	Endo	0.00944953
TNIP3	Fetal-SI	0.056775
TNK2	Adult-SI	7.81317
TNK2	D4CF	0.964326
TNK2	ESC	1.70666
TNK2	Endo	2.52414
TNK2	Fetal-SI	11.8534
TNMD	Adult-SI	0.0324061
TNMD	D4CF	0.641267
TNMD	ESC	0.995459
TNMD	Endo	0.688816
TNMD	Fetal-SI	4.6474
TNN	Adult-SI	0.085036
TNN	D4CF	0.00685921
TNN	ESC	0.24403
TNN	Endo	0.0140612
TNN	Fetal-SI	0.216655
TNNT3	Adult-SI	2.22689
TNNT3	D4CF	0.240224
TNNT3	ESC	0.0363648
TNNT3	Endo	0
TNNT3	Fetal-SI	3.61297
TNP1	Adult-SI	0
TNP1	D4CF	0
TNP1	ESC	0
TNP1	Endo	0.239027
TNP1	Fetal-SI	0
TNXB	Adult-SI	0
TNXB	Adult-SI	2.64323
TNXB	D4CF	0
TNXB	D4CF	0.07322
TNXB	ESC	0
TNXB	ESC	0.145636
TNXB	Endo	0
TNXB	Endo	0.0550819
TNXB	Fetal-SI	0
TNXB	Fetal-SI	0.03292
TNXB	Fetal-SI	1.69876
TOLLIP	Adult-SI	32.1235
TOLLIP	D4CF	3.59856
TOLLIP	ESC	2.56144
TOLLIP	Endo	4.50318
TOLLIP	Fetal-SI	24.0696
TONSL	Adult-SI	10.8533
TONSL	D4CF	2.66548
TONSL	ESC	4.1915
TONSL	Endo	2.77957
TONSL	Fetal-SI	6.79991
TPTE2	Adult-SI	0
TPTE2	D4CF	0.0211956
TPTE2	ESC	0.0321614
TPTE2	Endo	0.0287506
TPTE2	Fetal-SI	0.029731
TRAF3IP2	Adult-SI	30.6893
TRAF3IP2	D4CF	3.96673
TRAF3IP2	ESC	9.84877
TRAF3IP2	Endo	4.14483
TRAF3IP2	Fetal-SI	15.3467
TRAF5	Adult-SI	2.63509
TRAF5	D4CF	5.0112
TRAF5	ESC	13.5676
TRAF5	Endo	39.5507
TRAF5	Fetal-SI	7.96198
TREX2	Adult-SI	0.070607
TREX2	D4CF	0
TREX2	ESC	0.31541
TREX2	Endo	0
TREX2	Fetal-SI	0.500059
TRPM8	Adult-SI	0
TRPM8	D4CF	0.00923667
TRPM8	ESC	0.0306056
TRPM8	Endo	0
TRPM8	Fetal-SI	0.0162676
TSC22D1	Adult-SI	69.9715
TSC22D1	D4CF	53.9221
TSC22D1	ESC	35.8872
TSC22D1	Endo	39.3324
TSC22D1	Fetal-SI	61.9849
TSEN2	Adult-SI	3.51157
TSEN2	D4CF	10.1592
TSEN2	ESC	9.47202
TSEN2	Endo	5.19292
TSEN2	Fetal-SI	5.16909
TSNARE1	Adult-SI	2.36753
TSNARE1	D4CF	0.541034
TSNARE1	ESC	1.06751
TSNARE1	Endo	0.493772
TSNARE1	Fetal-SI	5.72308
TSPAN14	Adult-SI	17.2643
TSPAN14	D4CF	16.4006
TSPAN14	ESC	15.2131
TSPAN14	Endo	28.2041
TSPAN14	Fetal-SI	16.2389
TSPAN16	Adult-SI	0
TSPAN16	D4CF	0.0204344
TSPAN16	ESC	0.0718576
TSPAN16	Endo	0
